                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.39102,                0.24041,                0.80248,                 0.9725,                0.98468,                0.98573,                0.90429,                0.42214,                0.24102,                0.79154,             0.00016757,             0.00016757,             0.00016757
                    160,                0.37846,                0.23615,                0.80138,                0.97512,                0.98325,                0.98672,                0.90764,                0.42025,                0.24538,                0.79062,             0.00016376,             0.00016376,             0.00016376
                    161,                0.38281,                0.24011,                0.80067,                0.97492,                 0.9839,                0.98855,                0.90639,                0.42168,                0.23871,                0.79102,             0.00015995,             0.00015995,             0.00015995
                    162,                0.37642,                0.23412,                0.80281,                0.97266,                0.98263,                0.98626,                0.90549,                0.42328,                0.24464,                0.79073,             0.00015615,             0.00015615,             0.00015615
                    163,                0.37976,                0.23626,                0.80127,                0.97416,                0.98125,                0.98609,                0.90657,                0.42078,                0.24484,                0.79096,             0.00015234,             0.00015234,             0.00015234
                    164,                0.38047,                 0.2379,                 0.8003,                0.97444,                0.98175,                0.98646,                0.90853,                0.41909,                0.24169,                0.79123,             0.00014853,             0.00014853,             0.00014853
                    165,                0.37699,                0.23551,                0.80379,                0.97342,                0.98285,                0.98791,                0.90759,                 0.4232,                0.24264,                 0.7914,             0.00014473,             0.00014473,             0.00014473
                    166,                0.38331,                0.23538,                0.80069,                0.96759,                0.98468,                0.98222,                0.90164,                0.42727,                0.24492,                0.79173,             0.00014092,             0.00014092,             0.00014092
                    167,                0.38132,                0.23674,                0.80064,                0.96999,                0.98626,                0.98353,                0.90323,                0.42306,                0.24241,                0.79145,             0.00013711,             0.00013711,             0.00013711
                    168,                0.38082,                0.23394,                0.80386,                0.97162,                0.98443,                0.98449,                0.90534,                0.41979,                0.24395,                0.79093,             0.00013331,             0.00013331,             0.00013331
                    169,                0.38057,                0.23621,                0.80367,                0.97349,                0.98352,                0.98344,                0.90356,                0.42312,                0.24207,                0.79084,              0.0001295,              0.0001295,              0.0001295
                    170,                0.38229,                0.23341,                0.80044,                0.97505,                0.98247,                0.98472,                0.90492,                 0.4213,                0.23944,                0.79078,             0.00012569,             0.00012569,             0.00012569
                    171,                0.37261,                0.23195,                0.80016,                0.97348,                0.98139,                0.98352,                0.90308,                0.42765,                0.24307,                0.79201,             0.00012189,             0.00012189,             0.00012189
                    172,                 0.3745,                0.23052,                0.80096,                0.97124,                0.98411,                0.98294,                0.90397,                0.42615,                0.23925,                0.79109,             0.00011808,             0.00011808,             0.00011808
                    173,                0.37418,                 0.2336,                0.80171,                0.97325,                0.98243,                0.98295,                0.90405,                0.42519,                0.23995,                0.79109,             0.00011427,             0.00011427,             0.00011427
                    174,                0.37152,                0.23108,                0.80128,                0.97296,                0.98356,                0.98212,                0.90382,                0.42294,                0.24268,                0.79138,             0.00011047,             0.00011047,             0.00011047
